income,age,loan,default
50827.98052,51.01293719,1765.983337,0
40775.8116,60.28875683,1922.610022,0
55467.15141,56.85133096,9226.902041,0
38789.02939,61.22928543,7650.65521,0
58074.84013,50.07492427,7388.02444,0
57814.10634,43.8309231,7252.120004,0
45190.72918,53.83952,7893.559889,0
36801.90718,43.02794342,5406.344926,0
68811.77942,24.03826535,4211.302611,0
30483.29553,33.65644124,4514.00978,1
44930.39417,19.77738585,7708.315625,1
43671.45655,25.58503698,8066.697865,1
27612.9148,19.21244819,1513.6242,0
53607.32693,27.5617124,2378.766173,0
33036.68312,25.06336742,958.9798221,0
64275.83489,61.440913,7520.032053,0
30673.8375,59.33383708,383.1075694,0
58793.61431,56.49441041,4391.981054,0
21053.49062,63.37940765,754.6018821,0
42095.4222,55.36618805,1183.704568,0
50360.67879,28.83954247,4217.166823,0
41970.72448,63.16991394,1622.317392,0
51663.41018,63.73571024,4147.888585,0
53601.81244,20.24062127,9601.375482,1
43439.98873,24.17947032,6879.306007,1
51461.05317,36.65155863,7292.264177,0
41285.17231,47.97630816,2313.825005,0
62895.74977,49.92260372,2001.281514,0
57296.16082,25.70848233,10601.08278,1
60844.09249,45.655205,12072.25576,0
47634.54955,44.29487133,141.7038179,0
23998.32369,29.91003349,3928.303909,1
63391.61597,34.73926766,190.8892748,0
21534.55122,44.31503802,228.335387,0
28255.65251,35.51401737,2109.242798,0
36496.13393,19.51571649,165.5060901,0
41631.6663,53.04765477,106.0907472,0
68762.41666,20.99124336,2796.752303,0
30075.26492,29.23505652,2628.577923,0
41302.67418,38.66061858,1379.913124,0
39703.75943,47.46874099,2403.478216,0
63161.09204,59.67511498,804.0924415,0
63062.1421,26.58577848,56.16616439,0
34507.52791,38.58778339,1793.750255,0
27954.70777,29.90452167,1627.041405,0
37369.38206,35.34194884,3783.601151,0
43912.06274,23.82192118,7757.136789,1
22766.7745,29.32590147,1429.401762,0
21603.3057,21.37503332,178.333871,0
61952.90669,18.47742502,3635.600589,0
36116.36509,22.53588419,1494.984568,0
26157.77727,22.82693773,2295.811656,0
26458.3832,59.52298674,552.3981664,0
69156.30377,53.4108625,7364.735578,0
39441.44476,46.75389592,1034.758838,0
60119.06581,45.07696923,1810.96046,0
55613.48546,24.37712877,4255.252137,0
37049.38624,29.42301855,6056.817214,1
23122.06493,53.30953584,4263.493031,0
48790.13243,32.47562106,5519.09604,0
59132.68516,48.34499296,4575.527635,0
55305.57483,53.58227987,8176.707165,0
26037.46364,24.78310779,3293.250879,1
64899.80503,38.11601668,4654.249217,0
27089.12432,21.2076896,5029.488782,1
45341.47464,22.56956836,6525.218423,1
24865.79807,37.30975294,4439.116154,0
28239.54321,26.19220966,4189.832568,1
52730.0805,50.23778499,5706.325323,0
28982.05815,39.04840987,2898.761824,0
36221.26601,26.10150042,5094.670084,1
33551.12437,58.85692749,4333.360862,0
43891.35597,49.1538267,5792.906333,0
45148.88572,60.52500645,6455.391772,0
58481.01216,40.83291823,5380.560596,0
69579.92921,57.75624316,10868.24147,0
52743.30857,44.04851651,2684.700671,0
65635.66153,51.16771448,12701.60348,0
34559.90704,29.11218199,3317.529874,0
60218.53153,32.47188772,3157.961082,0
51689.54854,46.15419152,9881.976006,0
47541.61434,55.23458507,1611.216597,0
62905.79302,27.90965196,11423.9363,1
65632.60458,47.10576675,12498.04045,0
31847.85372,41.41633576,2913.769931,0
27947.44028,58.34845518,5514.117421,0
62246.72725,31.08188451,406.7207693,0
40154.68857,60.5296832,6013.152874,0
58627.55488,33.11565325,1215.65256,0
33441.05107,27.87348619,5282.72856,1
55603.7868,43.83947279,1411.13008,0
31046.37897,29.29739875,4907.674084,1
44708.09987,21.10877357,2390.850597,0
23340.2707,42.8286153,2707.760939,0
24830.18197,28.97024523,2046.68505,0
31422.74739,53.89808021,1686.835902,0
60477.23385,60.40210646,10711.7009,0
26039.02149,49.39040223,2056.752382,0
36186.84807,50.50675221,1130.735265,0
39772.11873,43.72544781,5492.893689,0
34730.16407,63.37623301,818.5084419,0
23118.48331,57.58105032,1746.936559,0
50072.84763,33.01527275,8088.568019,1
67465.06239,23.61105385,1802.616994,0
38625.63201,19.6300378,5836.563381,1
45227.48283,26.72316244,5521.507405,1
64901.89773,44.93881585,9589.833525,0
40543.91354,51.46087562,6507.850191,0
27793.26672,60.51690847,382.2489041,0
61167.77482,20.58363144,10396.61815,1
64619.66462,26.04209269,9704.782409,1
37593.75787,54.01041531,7274.325628,0
35032.6496,56.72462562,135.9316845,0
58364.46498,55.59654948,5809.899,0
56945.81041,45.55402051,6388.369826,0
27204.84855,29.07209672,3827.893915,1
21648.26103,52.58703992,3558.527262,0
31077.85689,44.2215167,4452.330679,0
42522.92241,53.86865108,6790.850263,0
31769.24772,44.77438059,1148.221436,0
35556.77991,23.77743318,6361.973438,1
52908.82424,53.69563592,9841.080553,0
35045.13141,28.65328366,2382.466772,0
44488.16448,33.43120549,2751.088843,0
41679.93712,53.66990824,395.0007751,0
54619.9472,52.42442217,10780.27188,0
38053.62313,26.20688032,6110.572792,1
64718.66178,37.27649201,1485.079935,0
43159.08497,62.44209669,4350.019897,0
29445.5105,28.44567748,1758.881865,0
25817.38988,37.94548019,4115.484719,0
66356.85674,61.52484883,10725.48473,0
56676.158,46.67896953,2278.554349,0
61000.04277,48.62361021,2160.784908,0
58906.25169,42.04934198,9290.575345,0
49589.15372,42.77525588,2627.405488,0
40141.60354,56.15141838,845.3663713,0
31659.72821,31.92815368,858.511388,0
62658.22163,25.46316007,3343.367161,0
39264.4835,37.02775284,5255.788283,0
46643.12648,53.40508337,6440.861434,0
30515.37212,20.16187772,415.240435,0
65077.32203,50.97913471,11061.81189,0
60871.869,61.2601442,4844.172224,0
25011.1039,36.21518966,3834.042782,0
68407.18551,60.93758158,597.9440655,0
43727.43934,55.19259935,1170.556334,0
45788.7471,41.26194623,5894.041317,0
65705.01082,50.92843185,1969.794134,0
32434.70251,41.35317101,2738.440496,0
58121.66858,27.30180023,7531.101249,1
62498.50725,31.9096908,3312.877622,0
26090.72588,48.07852007,4255.626392,0
64780.93854,20.22810118,8402.415586,1
65588.40342,22.91821226,7879.738136,1
65743.70367,52.3005041,7724.571414,0
37164.52158,47.29545476,1445.802189,0
65176.52978,48.96321098,2365.28749,0
34615.54217,25.51438965,6476.760852,1
59079.46505,58.6383316,10326.08977,0
56267.17164,22.48613604,7329.243164,1
34862.82129,54.96487331,6040.772062,0
60521.3641,45.42499301,8035.883173,0
42276.78291,57.93069619,8055.305084,0
38451.17771,63.42145549,3441.261416,0
45985.10865,53.5338888,7382.056426,0
51000.42244,27.80299751,778.7326956,0
31523.10777,40.44616794,5174.570569,0
28648.67675,18.39696983,1870.925253,0
27514.42796,21.8976978,3400.910744,1
27441.00038,37.39906989,1455.047602,0
67709.24159,50.41293228,5136.819308,0
38600.70719,44.72279622,2749.080191,0
30950.29541,26.31019433,5043.148637,1
27083.82287,60.66665852,3286.212882,0
21512.74527,24.7795283,2453.376121,0
34796.00356,58.48789988,443.6665381,0
27089.39284,51.29419704,1851.311563,0
25259.40163,39.73976626,4341.008082,0
47007.31358,45.01979643,4069.402646,0
20358.66502,53.61518031,1064.686918,0
67900.22653,43.51430384,7902.742965,0
54418.47099,55.2220663,5630.741221,0
51288.55469,29.92074847,6536.966363,1
28199.60163,36.66870417,3871.688902,0
22199.61514,60.10481888,1498.390919,0
50514.46963,57.37965014,2003.65357,0
34414.24034,54.5301724,617.5387522,0
37633.08743,29.42141257,868.1624733,0
55235.50407,47.00526014,4910.547658,0
45587.55184,62.02213807,8366.614268,0
52757.79494,53.08221445,2321.206314,0
41174.80813,52.33937637,2888.44471,0
25685.5352,39.00918946,490.7429211,0
28145.303,55.54762961,4805.971549,0
52094.21837,40.84450776,495.0211992,0
33552.38598,25.15961094,6054.244126,1
37400.93377,50.10848668,1693.137378,0
21605.72509,23.2381696,2828.308618,1
57562.89174,56.60056735,8508.835399,0
62288.53961,25.60217264,10657.10612,1
22767.2642,45.12328068,1205.786013,0
20943.04333,19.81963119,4098.11579,1
20622.8601,30.4140331,3518.452629,1
48436.66463,49.02784977,5851.409789,0
27574.63418,57.64370906,1017.39616,0
62889.36214,33.2456503,6525.151793,0
37683.20049,55.58721086,7414.552853,0
54974.4555,61.98420323,8922.199717,0
56326.08667,40.40545522,4816.776074,0
65670.88344,50.00469847,3950.870172,0
50730.73339,41.97006679,1879.059662,0
64184.91579,46.44703643,1854.239613,0
66179.32411,48.12079915,3646.93786,0
24969.5268,45.12099322,3595.501942,0
54925.51827,40.80560311,554.4883448,0
67879.24802,43.59720866,10433.47435,0
67787.52676,53.36234044,9607.498847,0
31657.6193,37.77866429,1448.071984,0
36559.13503,19.71617609,3030.267241,0
57787.56566,22.64466921,6339.850844,0
42521.72601,47.70428875,2661.612516,0
51935.18063,21.49550533,5649.452468,0
45677.87613,51.69305562,2966.246125,0
51363.59581,21.0219966,761.4224042,0
27218.56103,55.17101996,4145.003587,0
43677.62922,32.55303035,6739.858598,1
21533.59551,57.90168346,1971.55422,0
28010.19093,55.36689966,3971.155479,0
51589.28275,50.31346489,56.99097407,0
50480.95269,27.08039063,8831.184365,1
43957.35058,21.14484884,5416.357798,1
61878.34655,33.00635954,567.6687734,0
60153.33697,20.30086013,6472.347007,0
33388.58334,62.00167495,4551.876889,0
41310.40178,53.57694074,4481.162213,0
25576.95393,51.93226805,1922.656626,0
51455.09845,37.2856837,9447.117157,0
48134.15693,47.96967523,2075.596112,0
51348.5273,52.43673978,1507.891341,0
20532.82373,54.62323385,1897.780821,0
33297.21402,46.57996004,3674.74134,0
55858.54924,25.86653378,5630.444972,0
43777.51848,20.0109277,3601.299685,0
27789.51906,58.51913348,186.8280739,0
36132.42388,34.29426042,99.4495914,0
20145.9886,21.28278372,839.8390632,0
63108.70739,43.19394153,5757.848995,0
26581.61453,61.95337375,5090.392774,0
62040.88963,62.04980097,7643.631046,0
69958.70554,30.5360199,8755.691977,1
38082.51952,45.51997724,4213.465259,0
45183.05418,33.89557822,5953.453524,1
36242.44796,39.41547079,5688.994849,0
44527.2589,42.09009228,4588.472286,0
40496.25582,20.10545872,4834.603798,0
24698.66931,48.91255747,2427.650788,0
60560.30553,49.75058567,1994.621134,0
48018.21146,50.20413902,6120.090021,0
30216.25196,26.56371653,2116.53731,0
61742.23995,44.87260781,8068.319704,0
47288.42667,62.42846686,4004.988852,0
24658.89932,59.43650057,590.5980812,0
64644.3481,58.84065675,9848.171449,0
57517.72414,52.48606979,4536.857209,0
52945.54779,54.63191519,6262.007945,0
36366.99041,47.19141009,371.040895,0
62113.72957,27.884415,11928.50986,1
62279.5195,26.66646905,6801.405893,0
61799.08496,56.95796104,5619.217604,0
50139.74001,30.26781235,7758.799823,1
69566.68435,52.96708771,9875.037183,0
44897.48837,51.35806105,5732.399032,0
22572.30276,51.01624042,724.1931885,0
37123.07964,19.9466845,5659.509278,1
68744.78865,60.73005586,5207.883117,0
21081.19418,52.38283326,2395.16535,0
58828.29212,32.40292043,5947.645468,0
46706.45886,18.83033629,7084.263509,1
32312.85338,28.15532047,228.3308036,0
60778.76502,43.01302298,10021.04922,0
30948.04155,42.7513536,3995.807295,0
60122.01157,62.90960494,7189.350735,0
43321.68112,32.28625435,743.867141,0
47904.34124,40.03927024,6183.514146,0
58597.38325,53.28803374,2588.490266,0
66091.90591,24.2041407,8743.509701,1
47316.70138,27.06419772,1940.674044,0
40872.63977,54.94806156,5312.491706,0
35154.49348,52.89921324,4037.719604,0
32222.81881,61.81061588,934.4771331,0
40447.67296,22.49292385,1072.192659,0
48463.20455,50.52642975,8120.25809,0
42843.09913,28.63178613,839.869024,0
50310.42244,53.03869686,8361.7191,0
57565.19996,37.73785449,5353.561654,0
55066.18297,55.7392007,9332.702666,0
46065.94821,52.8386392,4947.308728,0
38309.58566,55.4291345,3545.723971,0
54472.14476,59.245985,10836.38309,0
58695.0944,29.77440963,1826.516302,0
54748.91231,31.59685864,5438.093693,0
46328.17192,56.84083064,7879.676208,0
49633.32747,38.98900889,7915.313443,0
66339.78388,35.59190521,2350.891508,0
62650.71966,33.48406627,6425.365364,0
27646.78005,56.31166878,3132.148692,0
21437.61575,45.73140049,2563.960873,0
50648.19844,56.51730671,7110.755833,0
29670.67184,53.55019966,2928.984088,0
20258.53866,29.11553162,2767.8373,1
34475.21797,42.30791846,3162.133837,0
28926.43246,62.06525128,750.067107,0
20660.66895,49.36388109,1756.037625,0
24987.93409,49.06510864,3946.898246,0
29672.56081,51.01980481,607.9094842,0
23241.59989,40.84775603,457.1966172,0
24217.22876,23.51076748,2104.384323,0
65574.09334,23.51304252,3031.246326,0
55994.45879,31.1392572,680.6196961,0
67369.33212,57.63423984,2299.418172,0
23305.77149,28.21752876,4521.004312,1
35195.46635,49.6584056,2836.988178,0
27135.07262,54.8364598,1387.248801,0
24037.16514,23.31157432,2469.364426,0
51625.31323,44.80884119,4592.24555,0
50705.76626,53.20582216,1096.967075,0
58079.1569,18.66302679,11540.04581,1
62192.46707,46.0507889,1863.891003,0
62553.66841,63.92497558,4641.704785,0
68147.95732,22.98439448,12307.56232,1
27619.66141,47.54050593,2774.832781,0
65330.19284,28.58998731,4030.803692,0
26680.14584,47.76173998,1671.184924,0
46104.59891,51.05635889,2342.472921,0
44904.59764,44.20668666,4953.773599,0
52934.59443,50.40298165,3248.627718,0
43509.75776,18.07533586,7363.037639,1
22118.35733,63.01594669,3928.121846,0
56275.41002,30.24987142,2224.88416,0
48630.97953,27.02167736,5862.833029,1
64272.7,37.77801477,4929.878818,0
24349.00295,53.75252283,3890.47105,0
34332.31526,36.5013709,1225.720223,0
64940.24109,43.94104124,8196.930726,0
30595.74801,40.91149463,3495.069881,0
53422.21625,28.18853052,7441.759617,1
69995.68558,52.71967321,2084.370861,0
48270.79624,45.30585103,6232.280399,0
27028.15559,48.10959467,331.3643087,0
23519.86609,34.39370686,2368.381231,0
37302.0834,35.01540389,2366.17424,0
55601.27185,18.8429929,10533.45516,1
62678.64545,25.83939413,333.4413981,0
41602.43398,25.25986939,7005.079292,1
27533.00133,46.76592846,1551.420288,0
30594.17656,50.0438201,118.3421421,0
47846.9459,24.41835729,3713.262688,0
55273.275,25.41639103,10282.99745,1
23086.25541,24.84996033,1256.40116,0
29621.27488,32.45542329,5575.253691,1
47533.92095,39.95519407,6637.770871,0
62519.18418,44.40997496,2324.547705,0
50878.95904,44.96512582,3257.012629,0
58580.95951,56.62695134,4317.715478,0
69445.64945,28.81827377,10643.40418,1
60929.17235,60.05877767,11146.07446,0
35496.6655,47.00274607,168.0547853,0
33572.4235,57.44221936,3369.377023,0
55306.91435,20.14031182,5272.535014,0
34141.92764,47.15114867,3371.66431,0
40453.89095,20.70989283,890.9395353,0
69088.77742,53.93562663,11246.48815,0
30885.6922,55.15075882,5216.354091,0
58683.22632,24.8449593,271.7344685,0
60675.81216,39.9639062,11617.74891,0
68460.68003,35.77560039,949.9566247,0
63653.83991,27.51536888,8866.527185,1
42522.57576,18.32612216,5036.25528,0
54140.42913,30.88889273,7896.223766,1
47548.36262,47.83910014,6153.936564,0
24114.01226,52.33581555,3900.829601,0
20686.23909,33.28052356,3052.576691,1
21412.30861,26.38271039,2639.710126,1
69391.1466,63.80067091,2550.265147,0
32319.26222,42.93199308,2733.420559,0
52862.94714,47.33139712,9754.152239,0
48383.27615,39.7047263,2763.263955,0
36430.5384,38.22744175,5855.185594,0
44268.89401,27.93317102,6043.143106,1
63806.32925,56.6321662,114.4999674,0
46195.77717,32.41359859,927.0675939,0
23743.16077,42.73457772,3254.74895,0
22089.83748,21.29670327,2584.022038,0
54707.28851,44.23788146,10255.19011,0
23203.64719,58.56887607,749.1453684,0
25342.25068,40.36114009,871.5300911,0
31645.63282,32.16327128,5193.838197,1
32306.8084,21.90630584,3603.364078,0
61262.81632,49.41303041,5564.163603,0
26388.7273,19.37152054,1191.332138,0
53009.42543,36.07447938,3589.253506,0
58163.54068,58.7474847,2237.927764,0
38665.03393,55.12592175,6152.004833,0
25289.04722,53.34272481,3701.537602,0
66049.93403,29.3157674,13172.6813,1
56282.98253,62.3698886,8215.558384,0
35778.61523,30.62820738,5544.654684,1
29174.24031,18.52862799,665.5770001,0
55934.43256,60.75524976,5643.179899,0
32256.86152,20.09639947,2809.322185,0
68052.80692,28.75880168,1415.718263,0
26957.05387,55.26487741,4172.988238,0
48685.04202,32.53325603,9698.582169,1
38288.07108,28.73543162,1723.399373,0
42468.02083,28.62581918,1902.26561,0
55377.77303,46.91822152,6882.873416,0
54231.70279,21.27421064,10156.14231,1
53283.25871,49.00469291,4065.218795,0
52534.78548,47.18361948,3810.131842,0
47847.51563,26.65183777,8494.016431,1
59998.25327,54.30892681,4659.535976,0
58684.51301,31.73226475,5415.817417,0
49114.78793,61.48152255,6388.85036,0
57179.40201,21.37312158,2991.967351,0
69395.11648,23.95138858,11047.68434,1
43963.73801,41.55384223,4481.436861,0
66326.47247,40.98032875,5602.160022,0
35886.72684,34.66834878,843.749092,0
35578.23411,42.394597,3640.848886,0
48689.00043,36.56309217,3859.471823,0
56510.83536,47.30828614,9255.439649,0
50275.89996,41.81982332,5541.821255,0
56665.49409,61.64512274,11159.79317,0
42912.09054,60.58219753,4550.122853,0
22169.72922,36.97071669,947.1996384,0
35919.80732,27.30412443,1227.109484,0
61987.68527,27.63108779,2618.243037,0
30044.68352,49.77406378,1428.439625,0
61528.27242,55.90302305,10897.90548,0
31196.49177,47.17878489,987.2615366,0
66003.95999,33.07351468,11207.49523,1
56960.67384,25.51799914,4856.483454,0
41315.10789,57.52009412,1378.909057,0
64913.34384,26.76631122,9781.326722,1
32804.90449,62.29439051,4961.25568,0
25789.2098,26.49416967,2410.277414,0
31908.35431,38.25251186,1857.461578,0
56050.30258,23.97382954,6870.83901,1
66505.77569,25.61824062,6571.197021,0
57504.07174,55.71713443,8107.267645,0
44619.11149,59.85248724,2474.977159,0
21158.93529,54.30391261,3562.308296,0
22765.19092,20.58742742,540.6177247,0
25052.82026,45.57399348,3367.701923,0
61006.1073,54.18129557,5850.770691,0
62321.24247,45.8902828,10649.07205,0
49604.54421,51.94400881,7045.919202,0
48433.37349,28.53199734,789.6333613,0
57590.28328,19.49710268,7676.310663,1
62691.70137,25.06437924,8244.7489,1
51121.65687,58.52718075,6471.628202,0
22516.54035,55.51892667,4267.451902,0
60857.23505,37.39428701,10486.74435,0
62908.35748,51.14682721,3213.898146,0
49665.63384,50.31921262,2713.885075,0
65322.80107,41.45419509,2739.71999,0
20598.92656,35.77115432,3872.402468,0
55476.65698,52.0892028,4733.50583,0
26218.49485,18.41623623,3343.816358,1
40794.87023,38.04052822,6519.43706,0
53719.65111,42.89010155,1670.737893,0
20715.53563,27.53032143,369.5277394,0
57163.8524,53.54481969,577.5307824,0
33751.20531,25.30187719,6494.184336,1
44832.56472,32.17826296,1256.253538,0
51035.63346,58.99497729,2889.880195,0
53493.48601,21.87474639,5030.8288,0
58205.68,56.83783815,10035.60302,0
47439.94076,22.34841947,7896.356942,1
47586.22771,42.27500753,3343.056276,0
26100.85126,62.31916468,960.1372514,0
45326.40367,59.36251247,5142.110837,0
24391.75623,47.0350985,2198.144889,0
53741.37102,49.72943257,6513.150125,0
40053.72227,27.93848013,44.5272461,0
53033.86413,38.45755969,10427.4705,0
25176.50201,53.54340881,3064.718488,0
31210.84702,54.10490667,3853.088042,0
23532.2763,59.63373699,1077.8404,0
63776.77079,43.81065864,6697.971583,0
52278.765,45.92897162,4269.136035,0
56015.81322,32.50931024,2275.763425,0
56110.93994,62.82941483,9351.006131,0
57856.80823,33.68215095,8824.164747,1
30187.09186,28.15508425,4462.823258,1
30786.87193,47.06810554,3563.319789,0
22279.29977,58.90732761,3141.338536,0
42476.26553,46.43822313,8334.182008,0
58147.79986,34.05864485,3951.189747,0
36266.21187,55.54236272,3206.927665,0
39045.49716,27.43322056,1165.492158,0
64467.80368,63.40058921,521.5757014,0
36594.80667,60.91256134,3492.334022,0
58797.76286,53.40343367,8892.963303,0
66653.27093,19.88705308,5180.71186,0
48271.49838,21.66234102,6077.680287,1
30991.43192,34.01002602,4589.267265,1
45446.51834,19.30469183,8474.982464,1
37142.73889,50.30304299,161.2375511,0
58320.80889,20.25760534,10033.49168,1
24825.54068,54.8174662,3650.196352,0
20511.42944,27.19626825,931.7900744,0
48326.32089,35.65219864,7168.707002,0
55441.35879,48.05859911,10768.74784,0
60496.90792,33.94567162,1115.154587,0
25296.15423,44.35608995,1320.462443,0
50414.32032,56.19400321,2468.171999,0
67984.04038,27.46528093,1642.969471,0
50382.39977,57.09693649,9183.842295,0
49413.29854,18.64785258,2554.044352,0
61464.82064,36.40826631,5099.08746,0
53784.04957,24.39355435,2761.85138,0
35993.28793,41.8750019,901.9277107,0
63402.00468,47.22342889,7530.767633,0
40484.97132,39.28143317,1093.679203,0
26168.01227,41.94116976,3040.98135,0
60044.28152,61.31265439,6823.434443,0
23984.55095,51.14126769,4622.275198,0
40359.70119,32.24500797,1783.697326,0
33583.89108,62.13075546,1251.867366,0
68038.79202,62.94812935,10108.79585,0
45652.05927,53.674341,5408.212129,0
34399.20978,31.764889,6019.834423,1
57628.43892,23.98656393,5021.639683,0
24294.67689,22.26309561,4360.053009,1
52218.88251,37.54275677,9792.091531,0
50061.76774,55.36104188,6145.131817,0
49352.27422,57.54215563,3362.774486,0
21087.35554,49.31063445,3353.693571,0
23812.25268,42.76555932,2716.655819,0
49395.16649,41.08490913,5927.574676,0
33338.94399,46.59851354,2929.851424,0
29668.32072,38.6837404,2042.436463,0
45936.5972,41.99401029,8525.231909,0
55948.06772,40.30301538,8569.220573,0
53239.50071,63.51511514,4606.156805,0
43694.03444,49.51503554,5049.635509,0
24078.0725,38.49162835,3276.139948,0
50258.55302,22.54284077,1086.246165,0
41816.65683,48.91721362,4534.575973,0
36892.71622,54.44842476,6463.647751,0
23886.56761,34.44297279,4440.419617,1
48757.76505,23.07603499,1833.581051,0
34601.68266,33.85052236,2430.101618,0
52986.00455,50.42376288,4928.607034,0
50740.95102,21.72135886,784.5773121,0
53096.9914,36.35007538,2663.052609,0
38500.00065,53.93069108,7571.682318,0
41004.26236,55.84909201,1016.141008,0
63585.36459,49.33992697,1594.972682,0
31823.68106,30.98355705,2290.430342,0
26242.63362,32.59683185,1801.228195,0
63531.24599,19.32910789,6917.508435,0
64751.14654,53.63820349,2289.851251,0
31091.2763,50.89554304,4071.083034,0
66871.26736,62.68936364,3614.268185,0
25098.65283,51.64706285,2611.848092,0
33720.58922,47.24662629,1365.952209,0
28182.52329,25.52961036,2285.956538,0
27334.56971,42.67119449,2963.794432,0
68694.84318,23.08141739,12731.89464,1
46195.62167,26.62719845,2888.633728,0
34488.20985,27.13153021,2156.314406,0
57827.6631,23.97296825,10816.75901,1
20346.46905,35.71607365,656.0331879,0
60480.9758,53.42868783,3216.094541,0
51915.67978,44.10910349,2282.911022,0
54625.50698,31.69645567,8619.745177,1
48305.42709,55.2125357,4833.47747,0
28577.96451,21.42016018,1639.225639,0
53400.82701,58.08168841,10418.19298,0
43414.48789,44.45336282,7170.946724,0
47526.23413,57.21959192,8957.330544,0
46082.07216,55.15846717,2921.235379,0
32195.59252,62.20165852,4980.013585,0
49067.09129,60.54459807,7258.968492,0
21293.47713,42.40494033,1368.691922,0
52100.91739,23.18144363,4767.277192,0
48334.38778,53.36775446,2234.443137,0
58507.62355,48.97744804,694.1351678,0
27521.04034,35.08659729,2699.851346,0
63914.22537,26.34974189,139.3145719,0
28598.83265,52.53369854,524.2010921,0
23298.46675,48.65145986,1741.183919,0
35697.55414,51.38821886,2907.958272,0
40376.16358,38.92128904,3901.937984,0
56534.96684,27.80794148,2161.083752,0
36088.93861,41.71775901,6222.415273,0
34158.63397,29.42114243,2911.408067,0
29732.05762,38.87671243,3485.018026,0
41736.20154,34.59649188,7602.613055,1
42236.45609,24.6867331,4749.068675,0
28796.85084,44.62864841,706.2289942,0
55097.38848,33.92942424,9342.479427,1
40916.56415,48.31974071,5219.804028,0
20908.3351,28.81852198,3133.624447,1
57999.77239,62.77011063,859.5892942,0
57746.58159,63.62530548,727.194665,0
55116.23451,41.46888524,10284.60679,0
57765.52116,43.88730905,5445.22266,0
45200.9928,43.90542902,7335.962568,0
42435.18949,51.48952681,2766.280914,0
46365.57352,41.85261305,5443.276307,0
57187.70089,59.47191821,9390.672261,0
66539.9276,57.70555929,12129.08223,0
25244.7267,53.3790106,1278.999504,0
54780.34561,61.38897114,8134.220408,0
59253.12146,36.92041154,7327.283577,0
48540.34154,21.23915762,1012.934993,0
30415.10508,22.98363585,4362.083152,1
48768.69924,25.92502563,500.5991056,0
52299.21808,18.30974563,7880.685807,1
42242.48912,34.22076686,2070.379381,0
28218.96527,42.62439388,1305.082433,0
40208.13186,61.37191328,459.0346888,0
61419.67284,30.65182339,9921.672387,1
51282.50524,26.55138677,8445.385343,1
36017.90275,43.5236232,1526.392476,0
57575.00979,33.80013512,9857.22995,1
53330.76714,42.3772463,2343.497556,0
